DNGid,uid,level,text,ref,links,active,derived,header,normative,reviewed,group
199920,ZEP346,23.2.4,"The system shall allow sensors to be able to read value from its channels consistently. This must be done in two operations, first an instruction telling the driver to fetch a sample of all its channels and then get the values of each channel individually. ",,,TRUE,,Sensor reading values from channels,TRUE,TRUE,Sensor Subsystem
199101,ZEP347,24,Thread Communication Devices,,,TRUE,,,FALSE,TRUE,Stack
199339,ZEP348,24.1,"The kernel shall provide a kernel object that implements a traditional last in, first out (LIFO) queue, allowing threads and ISRs to add and remove a limited number of 32-bit data values.",,,TRUE,,LIFO queue,FALSE,TRUE,Stack
199744,ZEP349,24.1.1,The k stack push operation shall wait if the stack is full ,,,TRUE,,K stack push operation,TRUE,TRUE,Stack
199743,ZEP350,24.1.2,The k stack pop operation shall wait if no item is available,,,TRUE,,K stack pop operation,TRUE,TRUE,Stack
199742,ZEP351,24.1.3,The kernel shall provide a mechanism for defining and initializing stacks at compile time,,,TRUE,,Defining and initializing stacks at compile time,TRUE,TRUE,Stack
199746,ZEP352,24.1.4,Push and pop operations shall accept a timeout parameter indicating the maximum amount of time the thread will wait,,,TRUE,,Push and pop operations accepting timeout parameters,TRUE,TRUE,Stack
199745,ZEP353,24.1.5,The kernel shall support defining a k stack with a fixed maximum number of entries,,,TRUE,,Defining a k stack,TRUE,TRUE,Stack
199100,ZEP354,25,Thread Communication Mechanisms,,,TRUE,,,FALSE,TRUE,Semaphores
199338,ZEP355,25.1,The kernel shall provide a traditional counting semaphore abstraction for queuing and mutual exclusion ,,,TRUE,,Semaphore Abstraction,FALSE,TRUE,Semaphores
199737,ZEP356,25.1.1,"A semaphore may be taken by a thread. Taking the semaphore shall decrement its count, unless the semaphore count is zero ",,,TRUE,,Semaphores may be taken by a thread,TRUE,TRUE,Semaphores
199733,ZEP357,25.1.2,An application shall be able to define any number of semaphores,,,TRUE,,Defining number of semaphores,TRUE,TRUE,Semaphores
199734,ZEP358,25.1.3,Any number of threads may wait on a semaphore simultaneously.,,,TRUE,,Thread waiting on a semaphore,TRUE,TRUE,Semaphores
199738,ZEP359,25.1.4,"When the semaphore is given, it is taken by the highest priority thread that has waited longest.",,,TRUE,,Semaphore thread priority,TRUE,TRUE,Semaphores
199739,ZEP360,25.1.5,"When a semaphore count is zero, a thread will wait for it to be incremented by another thread",,,TRUE,,Zero count semaphore,TRUE,TRUE,Semaphores
199736,ZEP361,25.1.6,A semaphore can be defined and initialized at compile time with an application-specified count,,,TRUE,,Defining and initializing semaphore at compile time,TRUE,TRUE,Semaphores
199741,ZEP362,25.1.7,The kernel shall accept a timeout argument with a take operation that specifies the maximum amount of time the thread will wait,,,TRUE,,Accepting timeout arguments,TRUE,TRUE,Semaphores
199740,ZEP363,25.1.8,A semaphore may be given by a thread or an ISR.,,,TRUE,,Semaphore given by thread or ISR,TRUE,TRUE,Semaphores
199735,ZEP364,25.1.9,A semaphore shall have the following properties: a count that indicated the number of times the semaphore can be taken and a limit that indicates the max. value the semaphore count can reach.,,,TRUE,,Semaphore properties,TRUE,TRUE,Semaphores
199102,ZEP365,26,Thread Support,,,TRUE,,,FALSE,TRUE,Threads
199341,ZEP366,26.1,The kernel shall provide facilities for managing threads ,,,TRUE,,Thread Management Facilities,FALSE,TRUE,Threads
199756,ZEP367,26.1.1,The kernel shall supply a mechanism for statically initializing thread stacks in memory,,,TRUE,,Statically initializing thread stacks,TRUE,TRUE,Threads
199754,ZEP368,26.1.2,Each thread shall have a thread ID used to reference the thread in question,,,TRUE,,Thread ID,TRUE,TRUE,Threads
199755,ZEP369,26.1.3,The kernel shall supply a mechanism for associating human-readable names with threads,,,TRUE,,Human-readable name thread association ,TRUE,TRUE,Threads
199758,ZEP370,26.1.4,A thread may synchronously end its execution by returning from its entry point function.,,,TRUE,,Thread synchronous end,TRUE,TRUE,Threads
199752,ZEP371,26.1.5,The kernel shall support providing custom data per thread. The data will be thread specific and can be used by an application for any purpose.,,,TRUE,,Custom data per thread,TRUE,TRUE,Threads
199751,ZEP372,26.1.6,The kernel shall be able to configure a thread at compile time,,,TRUE,,Configuring a thread at compile time,TRUE,TRUE,Threads
199757,ZEP373,26.1.7,A thread shall be defined with options to either start execution immediately or with a delay by specifying a timeout value,,,TRUE,,Thread definition options,TRUE,TRUE,Threads
199753,ZEP374,26.1.8,The kernel shall allow delayed start to be cancelled before the thread starts execution,,,TRUE,,Cancelling delayed start before thread execution,TRUE,TRUE,Threads
199340,ZEP375,26.2,The kernel shall support synchronously or asynchronously aborting a thread,,,TRUE,,Thread Abortion,FALSE,TRUE,Threads
199747,ZEP376,26.2.1,The kernel shall raise a fatal system error if the idle thread aborts,,,TRUE,,Raising fatal errors,TRUE,TRUE,Threads
199750,ZEP377,26.2.2,A thread can be aborted by another thread.,,,TRUE,,Thread abortion,TRUE,TRUE,Threads
199748,ZEP378,26.2.3,A thread may asynchronously end its execution by aborting.,,,TRUE,,Asynchronous thread end,TRUE,TRUE,Threads
199749,ZEP379,26.2.4,An application shall be able to define any number of threads,,,TRUE,,Application thread definition,TRUE,TRUE,Threads
199342,ZEP380,26.3,When enabled the kernel shall maintain floating point context for threads. ,,,TRUE,,Thread Floating Point Context,FALSE,TRUE,Threads
199759,ZEP381,26.3.1,The kernel shall preserve floating point context on thread context switch,,,TRUE,,Floating point context on thread context switch,TRUE,TRUE,Threads
199761,ZEP382,26.3.2,The kernel should not incur floating point register save overhead for threads not using floating point,,,TRUE,,Floating point register thread poilicy ,TRUE,TRUE,Threads
199760,ZEP383,26.3.3,The kernel shall prevent accidental access from one thread to the floating point registers of another,,,TRUE,,Preventing accidental access between threads,TRUE,TRUE,Threads
199103,ZEP384,27,Timers,,,TRUE,,,FALSE,TRUE,Timers
199343,ZEP385,27.1,The kernel shall provide a timer abstraction that associates a c function with timeout events,,,TRUE,,Timer Abstractions,FALSE,TRUE,Timers
199764,ZEP386,27.1.1,"A running timer can be stopped in mid-countdown, if desired.",,,TRUE,,Stopping a running timer,TRUE,TRUE,Timers
199766,ZEP387,27.1.2,A timer's status can be read directly at any time to determine how many times the timer has expired since its status was last read.,,,TRUE,,Timer status direct read,TRUE,TRUE,Timers
199765,ZEP388,27.1.3,A timer is started by specifying a duration until the function is invoked for the first time and a period between subsequent invocations.,,,TRUE,,Starting a timer,TRUE,TRUE,Timers
199768,ZEP389,27.1.4,A timer can be defined and initialized at compile time,,,TRUE,,Defining and initializing a timer at compile time,TRUE,TRUE,Timers
199767,ZEP390,27.1.5,"A thread may synchronize with the timer, waiting until the callback is next invoked.  ",,,TRUE,,Synchronizing threads to timers,TRUE,TRUE,Timers
199763,ZEP391,27.1.6,"A running timer can be restarted in mid-countdown, if desired.",,,TRUE,,Restarting a running timer,TRUE,TRUE,Timers
199762,ZEP392,27.1.7,An application shall be able to define any number of timers,,,TRUE,,Application definition of timers,TRUE,TRUE,Timers
199113,ZEP393,28,Tracing,,,TRUE,,,FALSE,TRUE,Debug and Tracing
199388,ZEP394,28.1,The tracing system shall provide a mean to identify the objects being traced,,,TRUE,,Tracing Object  Identification,FALSE,TRUE,Debug and Tracing
199911,ZEP395,28.1.1,"The consumer of the tracing data shall be able to identify and show the current phase of operation (thread, ISR, idle thread, etc.) based on the provided trace data.",,,TRUE,,Tracing data identification and phase operation,TRUE,TRUE,Debug and Tracing
199386,ZEP396,28.2,The tracing system shall support multiple backends,,,TRUE,,Multiple Backend Tracing Support,FALSE,TRUE,Debug and Tracing
199909,ZEP397,28.2.1,The tracing system shall support dumping the trace data in text format using existing logging and debug facilities available in the system,,,TRUE,,Dumping trace data in text format,TRUE,TRUE,Debug and Tracing
199908,ZEP398,28.2.2,The tracing system shall support the common tracing format (CTF),,,TRUE,,Common tracing format support,TRUE,TRUE,Debug and Tracing
199387,ZEP399,28.3,The tracing functionality shall not interfere with normal operations of the operating system.,,,TRUE,,Tracing Non-Interference,FALSE,TRUE,Debug and Tracing
199910,ZEP400,28.3.1,All tracing calls shall not be producing code when the tracing system is disabled.,,,TRUE,,Tracing calls not producing code when disabled,TRUE,TRUE,Debug and Tracing
